"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/16/2022","DOORDASH*COUP DE THAI","DOORDASH*COUP DE THAI","106.15","debit","Food Delivery","CREDIT CARD","",""
"1/16/2022","ORCHARD VALLEY COFFEE","ORCHARD VALLEY COFFEE","7.02","debit","Coffee Shops","CREDIT CARD","",""
"1/15/2022","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","9.76","debit","Restaurants","Blue from American Express","",""
"1/15/2022","TST* STACKS - CAMPBECAMPBELL CA","TST* STACKS - CAMPBECAMPBELL            CA","94.55","debit","Restaurants","Blue from American Express","",""
"1/14/2022","GILLETTE 800-445-5388 MA","GILLETTE            800-445-5388        MA","34.92","debit","Restaurants","Blue from American Express","",""
"1/14/2022","Teaspoon","TEASPOON - SAN JOSE","17.77","debit","Restaurants","CREDIT CARD","",""
"1/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"1/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.25","debit","Coffee Shops","CREDIT CARD","",""
"1/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.35","debit","Coffee Shops","CREDIT CARD","",""
"1/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.80","debit","Coffee Shops","CREDIT CARD","",""
"1/13/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.79","debit","Coffee Shops","CREDIT CARD","",""
"1/12/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.79","debit","Coffee Shops","CREDIT CARD","",""
"1/12/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.25","debit","Coffee Shops","CREDIT CARD","",""
"1/11/2022","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","32.21","debit","Restaurants","Blue from American Express","",""
"1/11/2022","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","48.62","debit","Restaurants","Blue from American Express","",""
"1/11/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.50","debit","Coffee Shops","CREDIT CARD","",""
"1/11/2022","Teaspoon","TEASPOON","13.34","debit","Restaurants","CREDIT CARD","",""
"1/11/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","4.75","debit","Coffee Shops","CREDIT CARD","",""
"1/10/2022","GglPay COFFEE & WATESan Jose CA","GglPay COFFEE & WATESan Jose            CA","7.98","debit","Coffee Shops","Blue from American Express","",""
"1/10/2022","KFTEAUSA_166","KFTEAUSA_166","8.84","debit","Restaurants","CREDIT CARD","",""
"1/09/2022","The Mynt","THE MYNT 000000001  SAN JOSE            CA","139.64","debit","Restaurants","Blue from American Express","",""
"1/08/2022","Peet's Coffee","GglPay PEET'S #32302ROSEVILLE           CA","15.42","debit","Coffee Shops","Blue from American Express","",""
"1/08/2022","GglPay MANNA THAI 89N HIGHLANDS CA","GglPay MANNA THAI 89N HIGHLANDS         CA","42.41","debit","Restaurants","Blue from American Express","",""
"1/08/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"1/07/2022","DoorDash.com","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","91.88","debit","Food Delivery","Blue from American Express","",""
"1/07/2022","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","37.71","debit","Restaurants","Blue from American Express","",""
"1/05/2022","DoorDash.com","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","126.35","debit","Food Delivery","Blue from American Express","",""
"1/05/2022","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","14.28","debit","Restaurants","Blue from American Express","",""
"1/04/2022","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.65","debit","Restaurants","Blue from American Express","",""
"1/03/2022","Withdrawal U.S. BANK,USB EL PASEO DE SA SAN JOSE CAUS","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","300.00","debit","Restaurants","Provident Checking","",""
"1/03/2022","Pizza My Heart, Inc.","PIZZA MY HEART - CAMDEN","38.51","debit","Fast Food","CREDIT CARD","",""
"1/01/2022","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"1/01/2022","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","54.09","debit","Restaurants","Blue from American Express","",""
"12/30/2021","GglPay TST* GREEN BESAN FRANCISCO CA","GglPay TST* GREEN BESAN FRANCISCO       CA","33.56","debit","Restaurants","Blue from American Express","",""
"12/28/2021","GglPay BANYAN TREATSLAHAINA HI","GglPay BANYAN TREATSLAHAINA             HI","19.75","debit","Restaurants","Blue from American Express","",""
"12/28/2021","Mr Sub","MR. SUB DELI 0217700LAHAINA             HI","38.00","debit","Fast Food","Blue from American Express","",""
"12/28/2021","MALOLO 6411100424108WAILUKU HI","MALOLO 6411100424108WAILUKU             HI","103.40","debit","Restaurants","Blue from American Express","",""
"12/28/2021","Starbucks","GglPay STARBUCKS STOLAHAINA             HI","20.47","debit","Coffee Shops","Blue from American Express","",""
"12/28/2021","GglPay BALE SANDWICHLAHAINA HI","GglPay BALE SANDWICHLAHAINA             HI","70.57","debit","Restaurants","Blue from American Express","",""
"12/28/2021","GglPay AKAMAI COFFEEKihei HI","GglPay AKAMAI COFFEEKihei               HI","8.25","debit","Coffee Shops","Blue from American Express","",""
"12/28/2021","GglPay BAD ASS COFFELahaina HI","GglPay BAD ASS COFFELahaina             HI","20.69","debit","Coffee Shops","Blue from American Express","",""
"12/28/2021","KIMOS MAUI UPNGO.COMLAHAINA HI","KIMOS MAUI UPNGO.COMLAHAINA             HI","29.08","debit","Restaurants","Blue from American Express","",""
"12/27/2021","Jersey Mike's","JERSEY MIKES 44009 0LAHAINA             HI","39.84","debit","Fast Food","Blue from American Express","",""
"12/27/2021","GglPay TST* ISLAND VLAHAINA HI","GglPay TST* ISLAND VLAHAINA             HI","9.28","debit","Restaurants","Blue from American Express","",""
"12/26/2021","LEILANI'S ON THE BEALAHAINA HI","LEILANI'S ON THE BEALAHAINA             HI","167.29","debit","Restaurants","Blue from American Express","",""
"12/26/2021","GglPay LANI KAI TREALAHAINA HI","GglPay LANI KAI TREALAHAINA             HI","86.42","debit","Restaurants","Blue from American Express","",""
"12/26/2021","GglPay BANYAN TREATSLAHAINA HI","GglPay BANYAN TREATSLAHAINA             HI","32.61","debit","Restaurants","Blue from American Express","",""
"12/26/2021","LEOLA OF HAWAII","LEOLA OF HAWAII","112.48","debit","Restaurants","CREDIT CARD","",""
"12/26/2021","DoorDash.com","DD DOORDASH COUPDETHA","83.30","debit","Food Delivery","CREDIT CARD","",""
"12/26/2021","KRAKEN COFFEE KAHULUI","SQ *KRAKEN COFFEE KAHULUI","8.26","debit","Coffee Shops","CREDIT CARD","",""
"12/26/2021","Sidewalk Juice","SQ *SIDEWALK JUICE","25.12","debit","Fast Food","CREDIT CARD","",""
"12/26/2021","MAUI SHRIMP","SQ *MAUI SHRIMP","31.27","debit","Restaurants","CREDIT CARD","",""
"12/25/2021","GglPay LAHAINA ICE CLAHAINA HI","GglPay LAHAINA ICE CLAHAINA             HI","17.99","debit","Restaurants","Blue from American Express","",""
"12/25/2021","KIMO'S 00D4 LAHAINA HI","KIMO'S 00D4         LAHAINA             HI","154.37","debit","Restaurants","Blue from American Express","",""
"12/25/2021","GglPay TST* GREEN BESAN FRANCISCO CA","GglPay TST* GREEN BESAN FRANCISCO       CA","7.68","debit","Restaurants","Blue from American Express","",""
"12/25/2021","GglPay KRAKEN COFFEEKahului HI","GglPay KRAKEN COFFEEKahului             HI","13.28","debit","Coffee Shops","Blue from American Express","",""
"12/24/2021","Klein","KLEIN'S DELI - F 000SAN FRANCISCO       CA","11.60","debit","Restaurants","Blue from American Express - Supplementary account","",""
"12/24/2021","Sidewalk Juice","SIDEWALK JUICE      San Francisco       CA","14.46","debit","Fast Food","Blue from American Express - Supplementary account","",""
"12/24/2021","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","13.63","debit","Restaurants","Blue from American Express","",""
"12/24/2021","Klein","KLEIN'S DELI - F 000SAN FRANCISCO       CA","21.74","debit","Restaurants","Blue from American Express","",""
"12/24/2021","GglPay TST* FARLEYS SAN FRANCISCO CA","GglPay TST* FARLEYS SAN FRANCISCO       CA","5.10","debit","Restaurants","Blue from American Express","",""
"12/23/2021","Big Fish Little Fish","BIG FISH LITTLE FISHSANTA CLARA         CA","14.13","debit","Restaurants","Blue from American Express - Supplementary account","",""
"12/22/2021","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","8.82","debit","Restaurants","Blue from American Express","",""
"12/22/2021","Zareens","GglPay ZAREEN'S RESTPalo Alto           CA","5.49","debit","Restaurants","Blue from American Express","",""
"12/22/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.27","debit","Restaurants","Blue from American Express","",""
"12/20/2021","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","51.60","debit","Restaurants","Blue from American Express","",""
"12/20/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"12/19/2021","Sarku Japan","SARKU JAPAN 063","10.65","debit","Restaurants","CREDIT CARD","",""
"12/19/2021","Charleys Philly Steaks","CHARLEYS PHILLY STEAKS 20","15.59","debit","Fast Food","CREDIT CARD","",""
"12/19/2021","KUNG FU TEA - NATICK MALL","KUNG FU TEA - NATICK MALL","7.20","debit","Coffee Shops","CREDIT CARD","",""
"12/18/2021","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","12.65","debit","Restaurants","Blue from American Express","",""
"12/16/2021","GglPay PHILZ COFFEE Palo Alto CA","GglPay PHILZ COFFEE Palo Alto           CA","4.85","debit","Coffee Shops","Blue from American Express","",""
"12/16/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.51","debit","Coffee Shops","Blue from American Express","",""
"12/16/2021","HAPPY LAMB HOT POT MMOUNTAIN VIEW CA","HAPPY LAMB HOT POT MMOUNTAIN VIEW       CA","85.08","debit","Restaurants","Blue from American Express","",""
"12/16/2021","Famous Famiglia","FAMOUS FAMIGLIA","9.00","debit","Restaurants","CREDIT CARD","",""
"12/16/2021","ROOTS CAFE","ROOTS CAFE","4.75","debit","Restaurants","CREDIT CARD","",""
"12/15/2021","DoorDash.com","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","92.92","debit","Food Delivery","Blue from American Express","",""
"12/14/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"12/14/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"12/12/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","50.91","debit","Restaurants","Blue from American Express","",""
"12/12/2021","PEOPLES ORGANIC","PEOPLES ORGANIC","4.75","debit","Restaurants","CREDIT CARD","",""
"12/12/2021","WASABI","WASABI","9.50","debit","Restaurants","CREDIT CARD","",""
"12/10/2021","DOORDASH*FAMBRINIS CSAN FRANCISCO CA","DOORDASH*FAMBRINIS CSAN FRANCISCO       CA","0.68","debit","Food Delivery","Blue from American Express","",""
"12/10/2021","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","77.76","debit","Food Delivery","Blue from American Express","",""
"12/10/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"12/09/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","43.75","debit","Restaurants","Blue from American Express","",""
"12/08/2021","7-Eleven","7-ELEVEN 39656 00073DALLAS              TX","10.92","debit","Fast Food","Blue from American Express - Supplementary account","",""
"12/08/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"12/07/2021","ROOTS CAFE","ROOTS CAFE","4.75","debit","Restaurants","CREDIT CARD","",""
"12/06/2021","ROOTS CAFE","ROOTS CAFE","33.75","debit","Restaurants","CREDIT CARD","",""
"12/05/2021","Crepevine","GglPay CREPEVINE MT MOUNTAIN VIEW       CA","51.90","debit","Restaurants","Blue from American Express","",""
"12/05/2021","Crepevine","GglPay CREPEVINE MT MOUNTAIN VIEW       CA","6.15","debit","Restaurants","Blue from American Express","",""
"12/05/2021","SWEETS & MORE","SWEETS & MORE","12.75","debit","Restaurants","CREDIT CARD","",""
"12/04/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"12/03/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"12/03/2021","MOGE TEE","MOGE TEE","9.49","debit","Restaurants","CREDIT CARD","",""
"12/02/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","115.02","debit","Restaurants","Blue from American Express","",""
"12/02/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","13.22","debit","Restaurants","Blue from American Express","",""
"12/01/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","27.52","debit","Fast Food","Blue from American Express","",""
"11/30/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.25","debit","Restaurants","Blue from American Express","",""
"11/30/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","7.55","debit","Coffee Shops","Blue from American Express","",""
"11/30/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","115.16","debit","Food Delivery","Blue from American Express","",""
"11/30/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","3.70","debit","Coffee Shops","Blue from American Express","",""
"11/30/2021","KUNG FU TEA - NATICK MALL","KUNG FU TEA - NATICK MALL","7.01","debit","Coffee Shops","CREDIT CARD","",""
"11/30/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"11/29/2021","GrubHub","GRUBHUB*FAMBRINISCAFNEW YORK            NY","20.03","debit","Food Delivery","Blue from American Express","",""
"11/29/2021","Montecristo","TAQUERIA MONTECRISTO","15.91","debit","Restaurants","CREDIT CARD","",""
"11/29/2021","CAJUN CAFE","CAJUN CAFE","13.78","debit","Restaurants","CREDIT CARD","",""
"11/29/2021","Maya","MAYA SOL MEXICAN GRILL","5.00","debit","Restaurants","CREDIT CARD","",""
"11/28/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"11/28/2021","7-Eleven","7-ELEVEN 33058","16.60","debit","Fast Food","CREDIT CARD","",""
"11/28/2021","Chili's","CHILI'S NASHUA","32.00","debit","Restaurants","CREDIT CARD","",""
"11/26/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"11/25/2021","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","6.10","debit","Coffee Shops","Blue from American Express","",""
"11/25/2021","MADRAS DOSA CO","MADRAS DOSA CO","6.15","debit","Restaurants","CREDIT CARD","",""
"11/25/2021","GRECO","SQ *GRECO","4.74","debit","Restaurants","CREDIT CARD","",""
"11/24/2021","GglPay SWEETGREEN PAPALO ALTO CA","GglPay SWEETGREEN PAPALO ALTO           CA","29.90","debit","Restaurants","Blue from American Express","",""
"11/24/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.25","debit","Restaurants","Blue from American Express","",""
"11/23/2021","HERRELLS ICE CREAM","HERRELLS ICE CREAM","35.75","debit","Fast Food","CREDIT CARD","",""
"11/22/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"11/21/2021","GglPay MADRAS CAFE 6SUNNYVALE CA","GglPay MADRAS CAFE 6SUNNYVALE           CA","45.25","debit","Restaurants","Blue from American Express","",""
"11/20/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"11/20/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","102.42","debit","Food Delivery","Blue from American Express","",""
"11/20/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","11.50","debit","Restaurants","Blue from American Express","",""
"11/19/2021","GglPay CKE*FAMBRINISPALO ALTO CA","GglPay CKE*FAMBRINISPALO ALTO           CA","30.79","debit","Restaurants","Blue from American Express","",""
"11/19/2021","DOORDASH*VEGGIE GRILSAN FRANCISCO CA","DOORDASH*VEGGIE GRILSAN FRANCISCO       CA","22.52","debit","Restaurants","Blue from American Express","",""
"11/18/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","10.26","debit","Coffee Shops","Blue from American Express","",""
"11/17/2021","DOORDASH*WESTCOAST BSAN FRANCISCO CA","DOORDASH*WESTCOAST BSAN FRANCISCO       CA","74.24","debit","Restaurants","Blue from American Express","",""
"11/17/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","6.00","debit","Coffee Shops","Blue from American Express","",""
"11/17/2021","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","12.65","debit","Coffee Shops","Blue from American Express","",""
"11/17/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"11/16/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.75","debit","Restaurants","Blue from American Express","",""
"11/16/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","14.17","debit","Coffee Shops","Blue from American Express","",""
"11/15/2021","TPUMPS SAN JOSE San Jose CA","TPUMPS SAN JOSE     San Jose            CA","8.00","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"11/14/2021","ROOTS CAFE","ROOTS CAFE","4.75","debit","Restaurants","CREDIT CARD","",""
"11/14/2021","ROOTS CAFE","ROOTS CAFE","4.75","debit","Restaurants","CREDIT CARD","",""
"11/14/2021","AMHERST VIVI, LLC","AMHERST VIVI, LLC","8.00","debit","Restaurants","CREDIT CARD","",""
"11/13/2021","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","6.35","debit","Coffee Shops","Blue from American Express","",""
"11/13/2021","GglPay TST* ZAREEN'SPALO ALTO CA","GglPay TST* ZAREEN'SPALO ALTO           CA","3.27","debit","Coffee Shops","Blue from American Express","",""
"11/13/2021","GglPay BIG BASIN CAFSaratoga CA","GglPay BIG BASIN CAFSaratoga            CA","56.24","debit","Restaurants","Blue from American Express","",""
"11/12/2021","DOORDASH*THAI CHILI SAN FRANCISCO CA","DOORDASH*THAI CHILI SAN FRANCISCO       CA","68.87","debit","Food Delivery","Blue from American Express","",""
"11/11/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","15.26","debit","Coffee Shops","Blue from American Express","",""
"11/11/2021","GglPay PHILZ COFFEE Palo Alto CA","GglPay PHILZ COFFEE Palo Alto           CA","4.70","debit","Coffee Shops","Blue from American Express","",""
"11/10/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.44","debit","Coffee Shops","Blue from American Express","",""
"11/10/2021","PEOPLES ORGANIC","PEOPLES ORGANIC","8.50","debit","Restaurants","CREDIT CARD","",""
"11/08/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"11/07/2021","GglPay DISH N DASH SCUPERTINO CA","GglPay DISH N DASH SCUPERTINO           CA","57.18","debit","Restaurants","Blue from American Express","",""
"11/07/2021","MOGE TEE","MOGE TEE","8.96","debit","Restaurants","CREDIT CARD","",""
"11/05/2021","GglPay PHILZ COFFEE Palo Alto CA","GglPay PHILZ COFFEE Palo Alto           CA","4.70","debit","Coffee Shops","Blue from American Express","",""
"11/05/2021","Zareens","ZAREEN'S RESTAURANT Palo Alto           CA","118.41","debit","Restaurants","Blue from American Express","",""
"11/03/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","69.54","debit","Restaurants","Blue from American Express - Supplementary account","",""
"11/03/2021","ROOTS CAFE","ROOTS CAFE","12.75","debit","Restaurants","CREDIT CARD","",""
"11/02/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","96.86","debit","Restaurants","Blue from American Express","",""
"11/01/2021","FASTSWIMS 8325140067SAN JOSE CA","FASTSWIMS 8325140067SAN JOSE            CA","23.64","debit","Restaurants","Blue from American Express - Supplementary account","",""
"10/31/2021","GglPay MENDOCINO FARSAN FRANCISCO CA","GglPay MENDOCINO FARSAN FRANCISCO       CA","40.94","debit","Restaurants","Blue from American Express","",""
"10/31/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"10/31/2021","MINT LEAF CUISINE","MINT LEAF CUISINE","28.65","debit","Restaurants","CREDIT CARD","",""
"10/29/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","93.72","debit","Restaurants","Blue from American Express","",""
"10/29/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.33","debit","Coffee Shops","Blue from American Express","",""
"10/29/2021","SWEETS & MORE","SWEETS & MORE","13.50","debit","Restaurants","CREDIT CARD","",""
"10/29/2021","TST* HOT TABLE HADLEY","TST* HOT TABLE HADLEY","14.19","debit","Restaurants","CREDIT CARD","",""
"10/26/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","23.43","debit","Fast Food","Blue from American Express","",""
"10/26/2021","GglPay PHILZ COFFEE Palo Alto CA","GglPay PHILZ COFFEE Palo Alto           CA","8.70","debit","Coffee Shops","Blue from American Express","",""
"10/25/2021","ROOTS CAFE","ROOTS CAFE","3.75","debit","Restaurants","CREDIT CARD","",""
"10/25/2021","PAULI'S","PAULI'S","16.31","debit","Restaurants","CREDIT CARD","",""
"10/24/2021","ROOTS CAFE","ROOTS CAFE","13.75","debit","Restaurants","CREDIT CARD","",""
"10/23/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"10/22/2021","DOORDASH*RADHE CHAATSAN FRANCISCO CA","DOORDASH*RADHE CHAATSAN FRANCISCO       CA","59.76","debit","Restaurants","Blue from American Express","",""
"10/21/2021","COURTSIDE CAF","COURTSIDE CAF","8.00","debit","Restaurants","CREDIT CARD","",""
"10/19/2021","DOORDASH*DISH N DASHSAN FRANCISCO CA","DOORDASH*DISH N DASHSAN FRANCISCO       CA","59.23","debit","Restaurants","Blue from American Express","",""
"10/19/2021","ROOTS CAFE","ROOTS CAFE","12.74","debit","Restaurants","CREDIT CARD","",""
"10/18/2021","GglPay JOE & THE JUIPALO ALTO CA","GglPay JOE & THE JUIPALO ALTO           CA","9.15","debit","Restaurants","Blue from American Express","",""
"10/17/2021","Peet's Coffee","PEET'S COFFEE & TEA SAN JOSE            CA","18.25","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"10/17/2021","TPUMPS SAN JOSE San Jose CA","TPUMPS SAN JOSE     San Jose            CA","4.00","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"10/16/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"10/15/2021","AMHERST VIVI, LLC","AMHERST VIVI, LLC","14.15","debit","Restaurants","CREDIT CARD","",""
"10/15/2021","EARTHFOODS CAFE","EARTHFOODS CAFE","8.00","debit","Restaurants","CREDIT CARD","",""
"10/12/2021","Slice","SLICE*PIZZAGUYS     NEW YORK CITY       NY","57.55","debit","Restaurants","Blue from American Express","",""
"10/11/2021","GglPay CKE*RED ROCK MOUNTAIN VIEW CA","GglPay CKE*RED ROCK MOUNTAIN VIEW       CA","14.38","debit","Restaurants","Blue from American Express","",""
"10/10/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","74.26","debit","Restaurants","Blue from American Express","",""
"10/10/2021","TENOCH MEDFORD","SQ *TENOCH MEDFORD","15.28","debit","Restaurants","CREDIT CARD","",""
"10/10/2021","Royal","ROYAL TEA","8.24","debit","Restaurants","CREDIT CARD","",""
"10/07/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","61.79","debit","Restaurants","Blue from American Express","",""
"10/07/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"10/06/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"10/06/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","5.48","debit","Restaurants","Blue from American Express","",""
"10/06/2021","Famous Famiglia","FAMOUS FAMIGLIA","9.00","debit","Restaurants","CREDIT CARD","",""
"10/05/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","44.09","debit","Restaurants","Blue from American Express","",""
"10/04/2021","GglPay COUPA CAFE 8 LOS ALTOS CA","GglPay COUPA CAFE 8 LOS ALTOS           CA","5.55","debit","Coffee Shops","Blue from American Express","",""
"10/02/2021","Withdrawal U.S. BANK,USB EL PASEO DE SA SAN JOSE CAUS","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","160.00","debit","Restaurants","Provident Checking","",""
"10/01/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","43.76","debit","Restaurants","Blue from American Express","",""
"9/30/2021","DOORDASH*FAMBRINIS CSAN FRANCISCO CA","DOORDASH*FAMBRINIS CSAN FRANCISCO       CA","16.10","debit","Restaurants","Blue from American Express","",""
"9/30/2021","DOORDASH*VEGGIE GRILSAN FRANCISCO CA","DOORDASH*VEGGIE GRILSAN FRANCISCO       CA","20.03","debit","Restaurants","Blue from American Express","",""
"9/30/2021","GglPay PHILZ COFFEE San Francisco CA","GglPay PHILZ COFFEE San Francisco       CA","5.60","debit","Coffee Shops","Blue from American Express","",""
"9/29/2021","GglPay TST* ZAREEN'SPALO ALTO CA","GglPay TST* ZAREEN'SPALO ALTO           CA","5.45","debit","Restaurants","Blue from American Express","",""
"9/29/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"9/27/2021","Salt & Straw","GglPay SALT & STRAW San Jose            CA","5.75","debit","Fast Food","Blue from American Express","",""
"9/26/2021","DOORDASH*CHAAT BHAVASAN FRANCISCO CA","DOORDASH*CHAAT BHAVASAN FRANCISCO       CA","65.26","debit","Restaurants","Blue from American Express","",""
"9/25/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
